326,Dumbravioara,Mures,46.6381523,24.6367203,384793,SMALL,0,bi-weekly
327,Fieni,Dambovita,45.1279095,25.4152063,1232026,LARGE,10,weekly
328,Odorheiu Secuiesc,Harghita,46.3049996,25.2926479,319802,SMALL,6,bi-weekly
329,Turnu Magurele,Teleorman,43.7517061,24.8773935,1000749,LARGE,9,weekly
330,Sarmasu,Mures,46.7512385,24.165584,1412435,LARGE,0,bi-weekly
331,Cheresig,Bihor,47.0326903,21.6750289,832428,MEDIUM,11,weekly
332,Filiasi,Dolj,44.554523,23.5200088,160155,SMALL,18,weekly
333,Bozovici,Caras-Severin,45.0012349,21.9535783,507284,MEDIUM,16,bi-weekly
334,Busag,Maramures,47.659141,23.4237293,669177,MEDIUM,12,bi-weekly
335,Dridu,Ialomita,44.6869604,26.4611572,708877,MEDIUM,13,twice-a-week
336,Dorohoi,Botosani,47.9549207,26.4012087,698551,MEDIUM,5,twice-a-week
337,Brazii de Jos,Prahova,44.8507992,26.0333732,745058,MEDIUM,13,weekly
338,Alesd,Bihor,47.0590191,22.3980649,906740,MEDIUM,11,weekly
339,Simian,Mehedinti,44.6323199,22.7515121,195713,SMALL,16,weekly
340,Curtea de Arges,Arges,45.1405966,24.6685182,678990,MEDIUM,10,bi-weekly
341,Brazii de Jos,Prahova,44.8507992,26.0333732,1559130,LARGE,13,bi-weekly
342,Sfantu Gheorghe,Covasna,45.8609375,25.7885796,607677,MEDIUM,1,twice-a-week
343,Targu Jiu,Gorj,45.0314279,23.2689393,578081,MEDIUM,18,bi-weekly
344,Stefanesti,Arges,44.733333,24.6500001,1339098,LARGE,10,weekly
345,Ciolpani,Ilfov,44.72724,26.10957,479592,MEDIUM,13,twice-a-week
346,Viseu de Sus,Maramures,47.7150521,24.4396734,1390689,LARGE,15,bi-weekly
347,Bals,Olt,44.3533537,24.0956725,484048,MEDIUM,17,weekly
348,Beius,Bihor,46.6674534,22.3575717,881964,MEDIUM,11,bi-weekly
349,Hanu Conachi,Galati,45.5803451,27.6028377,848160,MEDIUM,3,bi-weekly
350,Azuga,Prahova,45.4450965,25.5700368,1271234,LARGE,1,bi-weekly
351,Busteni,Prahova,45.4097148,25.5342236,666202,MEDIUM,1,weekly
352,Mastacan (Borlesti),Neamt,46.7968134,26.4954639,460987,MEDIUM,8,weekly
353,Bradet,Covasna,45.6546838,25.9887106,1448922,LARGE,1,bi-weekly
354,Targu Neamt,Neamt,47.2097877,26.3757306,382086,SMALL,5,weekly
355,Catetu,Valcea,44.8365671,23.9550864,810167,MEDIUM,18,bi-weekly
356,Martinis,Harghita,46.2821667,25.4117826,126037,SMALL,6,twice-a-week
357,Sascut,Bacau,46.1960057,27.093757,419213,MEDIUM,8,weekly
358,Unguras,Cluj,47.1081,24.0571,1805628,LARGE,15,bi-weekly
359,Topoloveni,Arges,44.8105516,25.0770243,777702,MEDIUM,10,bi-weekly
360,Tulcea,Tulcea,45.1716165,28.7914439,897534,MEDIUM,14,bi-weekly
361,Sona,Alba,46.2172769,24.0147622,90781,SMALL,0,twice-a-week
362,Gataia,Timis,45.4265209,21.4309592,435477,MEDIUM,2,weekly
363,Cernat,Covasna,45.9570931,26.0311933,898278,MEDIUM,1,bi-weekly
364,Husi,Vaslui,46.6758644,28.05899,977378,MEDIUM,19,bi-weekly
365,Bozovici,Caras-Severin,45.0012349,21.9535783,1108443,LARGE,16,bi-weekly
366,Marghita,Bihor,47.3479194,22.3397566,804313,MEDIUM,7,weekly
367,Drobeta-Turnu Severin,Mehedinti,44.6369227,22.6597342,1063502,LARGE,16,twice-a-week
368,Carta,Harghita,46.5305691,25.7615353,1026890,LARGE,6,twice-a-week
369,Calinesti,Maramures,47.7836678,23.9693546,114870,SMALL,12,bi-weekly
370,Berevoesti,Arges,45.2267717,24.9362258,818502,MEDIUM,10,bi-weekly
371,Geamana,Arges,44.828632,24.8934015,1183951,LARGE,10,weekly
372,Motru,Gorj,44.8027376,22.9728558,1094939,LARGE,18,bi-weekly
373,Galati,Galati,45.4353208,28.0079945,618070,MEDIUM,3,twice-a-week
374,Filiasi,Dolj,44.554523,23.5200088,397186,SMALL,18,weekly
375,Sascut,Bacau,46.1960057,27.093757,240844,SMALL,8,weekly
376,Rus,Maramures,47.6127272,23.673581,734472,MEDIUM,12,bi-weekly
377,Roman,Neamt,46.9333781,26.9265451,1366539,LARGE,8,twice-a-week
378,Beclean,Bistrita-Nasaud,47.1800681,24.1704031,175902,SMALL,15,weekly
379,Cotenesti,Arges,45.23358,25.1844379,470054,MEDIUM,10,weekly
380,Cisnadie,Sibiu,45.7139464,24.1548523,230098,SMALL,0,bi-weekly
381,Ineu,Arad,46.4310262,21.840539,1192478,LARGE,11,twice-a-week
382,Targu Jiu,Gorj,45.0314279,23.2689393,522845,MEDIUM,18,twice-a-week
383,Rovinari,Gorj,44.9000027,23.1543463,564681,MEDIUM,18,weekly
384,Roman,Neamt,46.9333781,26.9265451,691525,MEDIUM,8,twice-a-week
385,Bixad,Satu Mare,47.9497957,23.3875848,1022696,LARGE,12,bi-weekly
386,Doanca,Olt,43.8465727,24.6487677,603805,MEDIUM,17,bi-weekly
387,Daia Romana,Alba,46.006639,23.6675773,723071,MEDIUM,0,weekly
388,Calaparu,Gorj,44.6828706,23.324964,1071655,LARGE,18,weekly
389,Fieni,Dambovita,45.1279095,25.4152063,1019521,LARGE,10,twice-a-week
390,Selimbar,Sibiu,45.7684434,24.1804581,690229,MEDIUM,0,bi-weekly
391,Slatina,Olt,44.4301677,24.3716904,257981,SMALL,17,twice-a-week
392,Sannicolau Mare,Timis,46.0593374,20.622454,975890,MEDIUM,2,twice-a-week
393,Racari,Dambovita,44.6240121,25.7428095,989617,MEDIUM,13,weekly
394,Campia Turzii,Cluj,46.5586485,23.8706676,564983,MEDIUM,0,bi-weekly
395,Seica Mare,Sibiu,46.0239949,24.1582482,691634,MEDIUM,0,bi-weekly
396,Targoviste,Dambovita,44.9118218,25.4558274,334921,SMALL,10,twice-a-week
397,Simleu Silvaniei,Salaj,47.2260727,22.8037864,710705,MEDIUM,7,bi-weekly
398,Bibesti,Gorj,44.7815366,23.4907078,24785,SMALL,18,bi-weekly
399,Horia,Neamt,46.90631,26.9200561,1008659,LARGE,8,twice-a-week
